booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-001734,Resort Hotel,0,1,2023,September,37,11,2023-09-11,1,2,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Group,131.0,1,0
HB-111041,City Hotel,0,89,2025,May,18,1,2025-05-01,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,92.17,0,1
HB-044470,City Hotel,1,97,2023,October,40,5,2023-10-05,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0
HB-087986,City Hotel,0,95,2024,April,17,25,2024-04-25,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,2
HB-023176,Resort Hotel,0,39,2024,April,15,14,2024-04-14,0,3,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,57.6,0,0
HB-006656,Resort Hotel,0,322,2024,June,25,22,2024-06-22,0,3,2,0.0,0,HB,POL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,75,Transient-Party,92.0,0,0
HB-097253,City Hotel,0,138,2024,September,37,11,2024-09-11,2,1,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.75,0,0
HB-028663,Resort Hotel,0,0,2024,October,40,3,2024-10-03,1,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,105.0,0,0
HB-071180,City Hotel,1,120,2025,June,26,29,2025-06-29,0,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,126.0,0,1
HB-060661,City Hotel,1,23,2024,November,47,18,2024-11-18,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,91.5,0,1
HB-106967,City Hotel,0,1,2025,March,10,3,2025-03-03,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1
HB-053382,City Hotel,1,44,2024,June,25,19,2024-06-19,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.45,0,0
HB-009864,Resort Hotel,1,87,2025,January,3,14,2025-01-14,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,33.6,0,0
HB-111126,City Hotel,0,0,2025,May,18,4,2025-05-04,0,2,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,,,0,Transient,180.0,0,1
HB-069521,City Hotel,1,174,2025,June,22,1,2025-06-01,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,110.0,0,0
HB-104481,City Hotel,0,1,2025,January,2,11,2025-01-11,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,83.2,0,1
HB-046459,City Hotel,0,1,2024,January,1,2,2024-01-02,2,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,97.0,0,1
HB-097526,City Hotel,0,291,2024,September,38,21,2024-09-21,0,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,A,1,No Deposit,3.0,,44,Transient-Party,91.0,0,0
HB-035516,Resort Hotel,0,61,2025,April,16,18,2025-04-18,2,5,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,307.0,0,Transient-Party,90.0,1,1
HB-081585,City Hotel,1,197,2024,June,23,3,2024-06-03,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,21.0,,25,Transient,80.0,0,0
HB-078519,City Hotel,0,1,2023,October,41,10,2023-10-10,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,83.0,,0,Transient,116.0,0,1
HB-081271,City Hotel,0,15,2023,December,49,5,2023-12-05,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,38.67,0,1
HB-084833,City Hotel,0,11,2024,March,10,4,2024-03-04,0,2,2,0.0,0,SC,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,93.0,0,0
HB-090341,City Hotel,0,70,2024,June,23,3,2024-06-03,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,100.0,0,0
HB-075882,City Hotel,1,351,2023,October,40,3,2023-10-03,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-065939,City Hotel,1,116,2025,April,15,10,2025-04-10,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.25,0,2
HB-104556,City Hotel,0,151,2025,January,3,16,2025-01-16,1,0,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,A,3,No Deposit,14.0,,0,Transient,67.15,0,0
HB-050601,City Hotel,0,148,2024,May,18,5,2024-05-05,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,105.3,0,0
HB-036977,Resort Hotel,0,14,2025,June,23,2,2025-06-02,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,97.0,0,1
HB-001675,Resort Hotel,0,0,2023,September,36,9,2023-09-09,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,146.0,1,0
HB-100245,City Hotel,0,386,2024,October,43,23,2024-10-23,2,0,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,1
HB-046474,City Hotel,1,150,2024,January,1,2,2024-01-02,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,91,Transient,101.0,0,0
HB-084923,City Hotel,0,38,2024,March,10,5,2024-03-05,0,1,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,67.6,0,1
HB-014999,Resort Hotel,1,244,2023,September,35,3,2023-09-03,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,19,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0
HB-053621,City Hotel,1,36,2024,June,26,26,2024-06-26,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.35,0,0
HB-098692,City Hotel,0,223,2024,September,39,29,2024-09-29,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,92.28,0,1
HB-082002,City Hotel,1,115,2024,March,12,20,2024-03-20,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,41.0,,22,Transient,70.0,0,0
HB-109833,City Hotel,0,47,2025,April,16,14,2025-04-14,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.0,0,3
HB-049260,City Hotel,0,96,2024,April,15,8,2024-04-08,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient-Party,87.55,0,1
HB-086697,City Hotel,0,70,2024,April,14,4,2024-04-04,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0,1
HB-024931,Resort Hotel,0,135,2024,June,22,2,2024-06-02,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,59.31,0,0
HB-009452,Resort Hotel,1,0,2024,November,48,30,2024-11-30,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,8.0,0,0
HB-092372,City Hotel,0,3,2024,July,27,4,2024-07-04,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,158.0,1,0
HB-010101,Resort Hotel,1,239,2025,February,7,11,2025-02-11,8,20,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,2
HB-011128,Resort Hotel,1,296,2025,April,17,22,2025-04-22,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,81.0,0,1
HB-020620,Resort Hotel,0,11,2024,February,5,2,2024-02-02,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,339.0,,0,Transient,25.0,0,0
HB-028820,Resort Hotel,0,140,2024,October,40,4,2024-10-04,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,69.54,0,1
HB-006492,Resort Hotel,0,259,2024,June,24,13,2024-06-13,1,3,2,0.0,0,HB,RUS,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,,0,Transient,99.0,0,2
HB-079080,City Hotel,1,33,2023,October,42,21,2023-10-21,0,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,79.11,0,0
HB-053451,City Hotel,1,56,2024,June,25,20,2024-06-20,1,3,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.19,0,0
HB-055624,City Hotel,1,405,2024,August,33,18,2024-08-18,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-079739,City Hotel,0,5,2023,October,43,28,2023-10-28,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,129.65,1,0
HB-046862,City Hotel,1,33,2024,January,4,22,2024-01-22,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,51.97,0,0
HB-022862,Resort Hotel,0,4,2024,April,15,8,2024-04-08,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,46.0,0,1
HB-052328,City Hotel,1,70,2024,June,23,3,2024-06-03,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,100.0,0,0
HB-086090,City Hotel,0,67,2024,March,13,26,2024-03-26,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83.0,,0,Transient-Party,89.24,0,1
HB-080442,City Hotel,1,34,2023,December,49,8,2023-12-08,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0
HB-006860,Resort Hotel,0,323,2024,July,27,7,2024-07-07,2,5,3,1.0,0,BB,IRL,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,,0,Transient,131.75,0,0
HB-066072,City Hotel,1,136,2025,April,15,13,2025-04-13,1,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,173.25,0,0
HB-055318,City Hotel,1,405,2024,August,32,10,2024-08-10,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0
HB-054174,City Hotel,1,155,2024,July,27,7,2024-07-07,1,3,2,1.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,173.25,0,2
HB-099703,City Hotel,0,377,2024,October,42,14,2024-10-14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
HB-075333,City Hotel,1,311,2023,August,34,24,2023-08-24,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-025765,Resort Hotel,0,164,2024,July,27,1,2024-07-01,2,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,40.0,,0,Contract,77.8,0,1
HB-081159,City Hotel,0,59,2023,November,48,28,2023-11-28,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,106.2,0,1
HB-086684,City Hotel,0,60,2024,April,14,2,2024-04-02,2,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,107.78,0,1
HB-114326,City Hotel,0,137,2025,June,25,18,2025-06-18,2,0,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,127.8,0,1
HB-015518,Resort Hotel,0,42,2023,July,29,20,2023-07-20,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,145.0,1,0
HB-098288,City Hotel,0,100,2024,September,39,25,2024-09-25,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.75,0,0
HB-114212,City Hotel,0,120,2025,June,25,17,2025-06-17,0,1,2,0.0,0,HB,RUS,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,135.0,0,4
HB-117755,City Hotel,0,135,2025,August,31,3,2025-08-03,2,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,80.1,0,1
HB-043602,City Hotel,0,60,2023,September,38,21,2023-09-21,1,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,65.0,0,0
HB-038542,Resort Hotel,0,112,2025,July,29,15,2025-07-15,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Transient,104.85,0,2
HB-057649,City Hotel,1,130,2024,September,39,29,2024-09-29,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,2
HB-051251,City Hotel,1,286,2024,May,20,17,2024-05-17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0
HB-013039,Resort Hotel,1,19,2025,July,31,29,2025-07-29,0,1,3,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,315.0,0,0
HB-007497,Resort Hotel,1,23,2024,August,33,12,2024-08-12,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,219.0,0,1
HB-037960,Resort Hotel,0,220,2025,June,26,28,2025-06-28,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient-Party,81.2,0,1
HB-042090,City Hotel,0,145,2023,August,35,31,2023-08-31,1,2,2,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,80.0,0,1
HB-108706,City Hotel,0,6,2025,March,13,29,2025-03-29,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.48,0,1
HB-096352,City Hotel,0,14,2024,August,35,31,2024-08-31,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,124.0,0,1
HB-037796,Resort Hotel,0,251,2025,June,26,26,2025-06-26,1,3,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient-Party,108.0,0,0
HB-082572,City Hotel,0,52,2023,December,52,31,2023-12-31,0,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,207.0,1,2
HB-019022,Resort Hotel,0,22,2023,December,49,5,2023-12-05,1,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,1,No Deposit,,,0,Transient,58.0,0,2
HB-055862,City Hotel,1,191,2024,August,34,23,2024-08-23,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,130.5,0,1
HB-031870,Resort Hotel,0,3,2025,January,2,8,2025-01-08,1,0,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,34.0,0,0
HB-065111,City Hotel,1,200,2025,March,13,24,2025-03-24,2,2,0,2.0,0,BB,HUN,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,77.86,0,2
HB-091278,City Hotel,0,1,2024,June,25,18,2024-06-18,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,168.0,1,2
HB-041090,City Hotel,0,2,2023,August,32,12,2023-08-12,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,114.0,1,1
HB-092181,City Hotel,0,100,2024,June,26,30,2024-06-30,0,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,103.5,0,0
HB-002658,Resort Hotel,1,148,2023,October,43,24,2023-10-24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0
HB-098942,City Hotel,0,27,2024,October,40,5,2024-10-05,0,2,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,1
HB-097999,City Hotel,0,55,2024,September,38,22,2024-09-22,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,137.7,0,0
HB-048924,City Hotel,1,66,2024,April,14,2,2024-04-02,2,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0
HB-045775,City Hotel,1,98,2023,November,47,23,2023-11-23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,84.0,0,0
HB-031859,Resort Hotel,0,0,2025,January,2,7,2025-01-07,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,44.0,0,0
HB-028504,Resort Hotel,0,250,2024,October,40,1,2024-10-01,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,94.0,1,2
HB-118902,City Hotel,0,457,2025,August,35,25,2025-08-25,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,122.4,0,1
HB-118012,City Hotel,0,198,2025,August,33,11,2025-08-11,0,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,80.1,0,0
HB-050670,City Hotel,0,148,2024,May,18,5,2024-05-05,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0
HB-079765,City Hotel,0,3,2023,November,44,2,2023-11-02,1,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,77.77,0,0
HB-015764,Resort Hotel,1,244,2023,September,35,2,2023-09-02,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96.0,,0,Transient-Party,8.0,0,0
HB-068456,City Hotel,1,122,2025,May,20,18,2025-05-18,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,7,Transient,190.0,0,0
HB-019327,Resort Hotel,0,23,2023,December,49,9,2023-12-09,1,4,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,49.4,0,0
HB-022229,Resort Hotel,0,74,2024,March,12,20,2024-03-20,1,0,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,37.0,0,0
HB-078443,City Hotel,1,8,2023,October,41,10,2023-10-10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-033042,Resort Hotel,0,17,2025,February,7,10,2025-02-10,1,2,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,69.3,0,1
HB-011904,Resort Hotel,1,323,2025,June,23,3,2025-06-03,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,72.0,0,0
HB-010583,Resort Hotel,1,285,2025,March,11,15,2025-03-15,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0,0
HB-002365,Resort Hotel,0,12,2023,October,41,10,2023-10-10,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,61.35,1,1
HB-096832,City Hotel,0,83,2024,September,36,7,2024-09-07,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,2
HB-003894,Resort Hotel,0,211,2024,February,6,5,2024-02-05,2,6,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,72.55,0,0
HB-064133,City Hotel,1,285,2025,March,9,2,2025-03-02,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.9,0,0
HB-096731,City Hotel,0,63,2024,September,35,1,2024-09-01,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,111.6,0,1
HB-074817,City Hotel,1,335,2023,September,37,17,2023-09-17,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,5.0,,0,Transient,85.0,0,0
HB-117821,City Hotel,0,66,2025,August,32,7,2025-08-07,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,98.1,0,0
HB-056300,City Hotel,1,10,2024,September,36,3,2024-09-03,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,0
HB-001953,Resort Hotel,1,68,2023,September,38,23,2023-09-23,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,89.0,0,1
HB-054963,City Hotel,0,224,2024,August,31,1,2024-08-01,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,86.63,0,1
HB-075795,City Hotel,1,323,2023,September,36,5,2023-09-05,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0
HB-096128,City Hotel,0,213,2024,August,34,23,2024-08-23,1,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,123.25,0,0
HB-036393,Resort Hotel,0,125,2025,May,20,13,2025-05-13,2,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,0
HB-089659,City Hotel,0,4,2024,May,21,23,2024-05-23,1,0,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,114.73,0,2
HB-044757,City Hotel,1,174,2023,October,41,10,2023-10-10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,70.0,0,0
HB-089076,City Hotel,0,100,2024,May,20,15,2024-05-15,2,0,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,F,4,No Deposit,9.0,,0,Transient,210.6,0,2
HB-114972,City Hotel,0,223,2025,June,26,24,2025-06-24,2,4,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,95.46,0,1
HB-032098,Resort Hotel,0,266,2025,January,3,15,2025-01-15,2,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,45.8,1,1
HB-002178,Resort Hotel,0,81,2023,October,40,4,2023-10-04,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,175.0,,0,Transient,63.66,0,0
HB-094995,City Hotel,0,112,2024,August,32,8,2024-08-08,1,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.7,0,1
HB-068113,City Hotel,1,106,2025,May,20,13,2025-05-13,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2
HB-106519,City Hotel,0,5,2025,February,9,25,2025-02-25,0,1,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,193.0,0,0
HB-112987,City Hotel,0,0,2025,May,22,29,2025-05-29,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.0,0,0
HB-068959,City Hotel,1,20,2025,May,21,24,2025-05-24,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87.0,,0,Transient-Party,120.0,0,0
HB-013210,Resort Hotel,1,302,2025,August,32,4,2025-08-04,2,7,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,172.8,0,2
HB-013304,Resort Hotel,1,188,2025,August,32,7,2025-08-07,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,5.0,,0,Transient,172.0,0,0
HB-075737,City Hotel,1,312,2023,August,34,25,2023-08-25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-032072,Resort Hotel,0,0,2025,January,3,13,2025-01-13,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,34.0,0,0
